Gene ORF Names	Gene Common Names	Gene Function	Is Regulator?	YeastL51_[air+Hap1-]_rep1	YeastL51_[air+Hap1-]_rep2	YeastL51_[air+Hap1-]_rep3	YeastL51_[anaerobic_Hap1+]_1.5hrs_rep1	YeastL51_[anaerobic_Hap1+]_1.5hrs_rep2	YeastL51_[anaerobic_Hap1+]_1.5hrs_rep3	YeastL51_[air+Hap1+Co+]_rep1	YeastL51_[air+Hap1+Co+]_rep2	YeastL51_[air+Hap1+Co+]_rep3	YeastL51_[anaerobic_Hap1+]_6hrs_rep1	YeastL51_[anaerobic_Hap1+]_6hrs_rep2	YeastL51_[anaerobic_Hap1+]_6hrs_rep3	YeastL51_[anaerobic_Hap1-]_6hrs_rep1	YeastL51_[anaerobic_Hap1-]_6hrs_rep2	YeastL51_[anaerobic_Hap1-]_6hrs_rep3	YeastMHY100_[Heme-]_rep1	YeastMHY100_[Heme-]_rep2	YeastMHY100_[Heme-]_rep3
YNL185C	MRPL19|YmL19	structural constituent of ribosome	FALSE	0.199033205	-0.343372415	-0.143106639	-0.148196422	-0.609933416	0.498869709	0.219604175	0.540342617	-0.231506203	0.017824408	0.590562343	-0.221623949	0.15652113	0.509326359	-0.614347804	-0.310464055	-0.160095249	-0.339178675
YNL186W	UBP10|DOT4	ubiquitin-specific protease activity	FALSE	-0.108462612	0.964456388	0.046804233	0.893796746	1.910756771	-0.171028932	-0.019810793	0.74452976	-0.148664096	-1.313488264	-0.050657533	-0.507598513	0.007950383	-0.043636901	-1.107553908	-0.361767021	-0.287651384	-0.271447395
YNL187W	YNL187W	molecular function unknown	FALSE	-0.085860756	0.153680125	0.132336805	0.58501549	1.238010312	0.272918625	0.21846565	-0.069522626	-0.43430832	-0.461172773	0.238002585	-0.230580797	0.572014826	0.330014065	-0.143445497	0.043387035	0.488725107	0.320208595
YNL188W	KAR1	protein binding	FALSE	-0.08790917	1.105193562	0.04651884	0.430199434	0.957796571	0.754876824	-0.227059564	2.535308119	-0.290188514	-0.414166104	0.133422738	-0.536430135	-1.357476544	0.121982092	-1.462781085	-0.523296479	-0.534249467	-0.955671865
YNL189W	SRP1|KAP60|SCM1	protein carrier activity	FALSE	-0.034529584	0.711543072	0.13403886	0.040428535	0.653234899	0.089766177	0.004146543	1.147657309	-0.029431332	-0.264124431	0.505291471	-0.428718819	-0.356556235	0.322222853	-0.729651284	0.141065239	-0.676319776	-0.433287005
YNL190W	YNL190W	molecular function unknown	FALSE	-0.053862393	-0.207389894	0.038837764	-0.163616656	-0.152535384	-0.033362396	0.128506177	-0.450773359	-0.004568646	0.031355617	-0.164163961	0.201093557	0.092044193	-0.122810258	-0.018959594	-0.130744384	0.07134289	-0.250671744
YNL191W	YNL191W	molecular function unknown	FALSE	0.428279006	0.973404248	0.46164509	0.257148145	0.70245185	0.059707877	0.246887615	0.011522745	-0.344335447	-0.353215037	0.391681265	-0.777617421	0.613847958	0.330954552	-0.644668261	-0.379713761	0.135360845	-0.13411938
YNL192W	CHS1|USA4	chitin synthase activity	FALSE	-0.546557235	0.944561358	-0.157098565	-0.515092056	0.350568946	0.715697447	0.583885124	1.768755054	0.158781535	0.882585921	1.349852684	-0.072430298	0.512970267	1.29043449	-0.286171155	-0.516011006	-0.859776509	-0.492143182
YNL193W	YNL193W	molecular function unknown	FALSE	-0.211838633	1.134413212	0.141581228	-0.106965595	1.138498422	0.602095994	0.038508589	1.611093241	-0.496636922	-0.481634792	0.653476498	0.109406908	-0.109215742	0.677338353	-0.093043036	-0.008351329	0.157738071	0.13845253
YNL194C	YNL194C	molecular function unknown	FALSE	-0.287834754	-0.357072863	0.129257784	-0.595954498	-1.008379935	0.152312599	-0.230633585	-1.098752053	0.373251769	0.090745858	0.076106053	1.222502012	0.361055748	-0.049160153	0.264250783	-0.281460015	0.599357224	0.415722128
YNL195C	YNL195C	molecular function unknown	FALSE	0.084694266	0.810234056	0.001023768	-0.736584173	0.030409967	0.606888113	0.345850092	1.678498134	-0.641048942	0.568461621	1.127868839	-1.174769651	0.525453773	1.155461817	-0.315661293	0.21075789	0.676618049	0.207047012
YNL196C	YNL196C	molecular function unknown	FALSE	-0.121628936	-0.215813121	0.135179854	-0.261295605	-0.316942287	0.032149834	-0.510321452	-0.46128465	0.416370041	-0.175992222	-0.260766921	0.233711469	0.037294966	-0.089127366	1.148389372	-0.147246986	0.428402879	0.220151596
YNL197C	WHI3	RNA binding	FALSE	-0.424562583	1.125692912	0.139515112	-0.07902049	1.535053848	0.183011208	0.397671859	0.849940111	0.054994987	0.113451706	0.780440989	0.262485599	0.121039965	0.286570178	-0.597453416	-0.030878168	-0.097686921	-0.230318972
YNL198C	YNL198C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.106333722	0.551750166	0.225855797
YNL199C	GCR2	transcriptional activator activity	TRUE	0.297141403	1.720156379	0.282089445	0.553977878	2.262946509	0.333468427	-0.320942302	2.348899024	-0.314863043	-0.748592936	0.084986036	-0.823450542	-0.77571747	0.386145014	-1.86201461	-0.538426984	-0.035026059	-0.511879901
YNL200C	YNL200C	molecular function unknown	FALSE	0.207676251	-0.691557612	0.550670854	-1.7666071	-2.507058171	0.953947709	-0.483332327	-2.512114934	-0.640951486	1.209735601	-0.182534827	1.575160646	1.627014827	-0.040558897	1.735474648	-0.100390547	0.711084011	0.088814566
YNL201C	PSY2	molecular function unknown	FALSE	-0.171907189	0.73898155	0.16303393	0.87024269	1.4595121	-0.360837851	0.174355267	1.22820837	-0.055254695	-1.403626207	0.058430318	-1.179239887	-0.489821821	-0.174858779	-1.700217803	-0.36441365	-0.559984663	-0.429131239
YNL202W	SPS19|SPX19	"2,4-dienoyl-CoA reductase (NADPH) activity"	FALSE	0.09427576	-0.128033795	-0.262098432	-1.171327406	-1.732212342	0.049106685	0.118626117	-0.356930796	-0.546945429	0.557873237	0.258082651	-0.023360408	0.957300005	0.298575167	0.823711319	-0.70483149	0.729934942	0.121604703
YNL203C	YNL203C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.150438529	0.617197889	0.420008593
YNL204C	SPS18|SPX18	molecular function unknown	FALSE	-0.434080644	-0.032300408	0.031967868	0.604604343	1.035206775	-0.124052871	-0.373944549	-0.740454086	-0.090269593	-0.730259273	-0.312032137	-0.379983785	-0.055986309	-0.390625742	-0.385260721	-0.02724294	0.396068117	0.046879582
YNL205C	YNL205C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415393954	0.213345622	0.058512464
YNL206C	RTT106	molecular function unknown	FALSE	0.10736243	1.210966068	0.336278989	-0.28919081	1.478727125	0.307071337	-0.441384252	2.292654672	-0.362447751	-0.805133646	0.489095161	-0.444045522	-1.163284065	0.239400921	-1.803610611	0.435545649	-0.513617143	-0.338808234
YNL207W	RIO2	protein kinase activity*	FALSE	0.062541292	0.785031487	0.005024369	0.582477104	1.219541705	-0.185098706	0.155819652	2.201026306	-0.062655959	-0.374528432	0.580042279	-1.553804925	-0.499175525	0.355042029	-1.730824818	0.474945284	-0.626536833	-0.303455062
YNL208W	YNL208W	molecular function unknown	FALSE	0.146929495	-0.040413172	0.08828207	-0.310038826	-0.254046996	0.707021637	0.057147227	-0.384096085	-0.537290105	0.86441158	0.275984501	0.346601043	0.845468612	0.242049526	0.782834654	0.356708354	0.568291427	-0.281649079
YNL209W	SSB2	ATPase activity*	FALSE	-0.074651138	0.071772226	0.012496069	0.096236935	0.199496424	-0.020379373	0.10789132	0.288362207	0.047185086	-0.095850807	0.165881634	-0.156936855	-0.171413535	0.075191896	-0.269199675	0.325549041	0.020789089	0.023395893
YNL210W	MER1	"RNA splicing factor activity, transesterification mechanism"	FALSE	-0.341085752	-0.646612337	-0.212888746	-0.369473868	-0.85282436	-0.394611028	0.378406971	-0.877862896	0.299329194	-0.264014885	-0.030282734	0.479170711	0.491948044	0.09703789	0.703344532	-0.280692184	0.461875846	0.276365535
YNL211C	YNL211C	molecular function unknown	FALSE	0.203193106	0.466685665	-0.215513247	-0.511407351	0.099310368	-0.184139679	-0.690370811	1.961111155	-0.371232231	-0.464900464	1.01577993	-1.832777559	-1.134924023	0.73073234	-2.189823661	-0.359446264	-1.095573589	-0.912437824
YNL212W	VID27	molecular function unknown	FALSE	-0.237112943	0.875417009	0.153758785	-0.123783703	1.399759341	0.500130496	0.014391369	1.928114302	-0.137464965	-0.689594142	0.46744908	0.046261723	-0.813240483	0.422274964	-0.609091024	0.12091236	-0.19300893	-0.397034288
YNL213C	YNL213C	molecular function unknown	FALSE	0.210716229	-0.227462282	0.200412489	-0.254227596	-1.162969367	0.236579475	-0.669076055	0.839697235	-0.521454769	-0.767188539	-0.965712663	-1.396518224	-1.485012743	-0.89037053	-2.039873881	-0.372646197	-0.378656742	-0.574957556
YNL214W	PEX17|PAS9	protein binding	FALSE	0.235579142	1.543245771	-0.136614846	-0.301095897	0.517955591	0.650920174	-0.238767659	2.140239609	-0.574161603	0.044424969	1.046049802	-0.516291537	-0.064620292	0.942055709	-1.270451617	-0.190955988	-0.223349242	-0.094348565
YNL215W	IES2	molecular function unknown	FALSE	-0.100983836	0.168615508	0.366125269	0.239935584	1.521654381	0.597597633	-0.722615578	0.768991466	-0.696650387	-1.47291566	-0.586744379	-0.181400105	-1.305907954	-0.888086981	-1.151922371	-0.175359697	-0.34782339	-0.613435774
YNL216W	RAP1|GRF1|TBA1|TUF1	DNA binding*	TRUE	0.091437751	0.788730266	0.002179606	0.403547275	1.288030097	-0.143477679	0.140721772	1.068586115	-0.01305299	-1.12762061	-0.020119019	-0.179419366	-0.637513397	-0.518137924	-1.512139288	0.117323771	-0.075314708	-0.000696269
YNL217W	YNL217W	phosphoric monoester hydrolase activity	FALSE	0.217243578	-0.373631341	0.04258301	-0.18847667	-0.661680111	0.865985664	0.048828778	-0.1779159	-0.228545475	0.361629285	-0.428976423	0.153219389	0.385761411	-0.603924632	-0.064596539	-0.537322526	0.067439686	-0.29561176
YNL218W	MGS1	ATPase activity*	FALSE	0.034375579	0.74069253	0.265614828	0.224960741	0.791569816	0.044395257	-0.064188857	0.221995672	-0.255811986	-0.130297031	0.48149673	-0.312644671	0.368295539	0.491460905	-0.713033659	-0.152663231	0.044791711	-0.077922371
YNL219C	ALG9	mannosyltransferase activity	FALSE	-0.145292418	0.875957943	-0.004404103	-0.39107627	-0.476661825	0.178952127	0.321028842	1.000797026	-0.036911294	0.363082105	0.481450867	-0.908977151	-0.154018245	0.506040878	-0.290235087	0.187731836	-0.552689695	-0.245341558
YNL220W	ADE12|BRA9	adenylosuccinate synthase activity	FALSE	0.019561981	2.22322995	-0.238435226	-0.18569318	1.089826171	-0.038713034	-0.070391931	2.417637771	-0.052446484	-0.393715885	0.988531326	-0.505708013	-0.471478368	1.043457118	-1.331884694	0.559057379	-0.45055431	-0.534131495
YNL221C	POP1	ribonuclease P activity*	FALSE	-0.048409245	0.668733385	-0.301560411	1.325508551	2.360945141	-0.354379042	0.560443902	1.21426246	-0.117178947	-0.632542929	-0.580422624	-0.738233531	0.154880757	-0.499353481	-1.206304765	-0.15931126	-0.478052967	-0.818167494
YNL222W	SSU72	RNA binding*	FALSE	0.017993606	1.195873005	0.048139143	-0.622028816	-0.325157035	0.783489265	-0.263573778	1.880694326	-0.262265887	-0.22888034	0.552403384	-1.114851201	-0.422166904	0.319544644	-1.40612945	-0.244657924	-0.861145098	-0.919600107
YNL223W	ATG4|APG4|AUT2	microtubule binding*	FALSE	-0.013777536	-0.629124545	0.16980813	-0.243969517	-0.606342422	0.342895413	-0.270262992	-1.226981673	-0.624395411	0.034513532	-0.072144959	-0.251324637	0.349828151	0.024666713	-0.510453133	-0.051562034	0.29618506	-0.258752043
YNL224C	YNL224C	molecular function unknown	FALSE	0.174566541	-0.279196775	0.402033796	0.611646697	0.311841098	0.174987144	-0.220508536	-0.053935996	-0.225161282	-0.404263894	-1.43372547	-0.189856688	0.02662396	-1.503901524	-1.253958075	-0.077296317	-0.077470341	-0.069461828
YNL225C	CNM67	structural constituent of cytoskeleton	FALSE	0.211577738	0.576490622	-0.128315508	-0.023324128	-0.640481646	-0.214801365	-0.724036443	0.984710924	-0.316699329	-0.860764705	-0.898684096	-1.342789209	-1.75804806	-0.735682267	-2.716208373	-0.896026019	-1.117761803	-1.118511638
YNL226W	YNL226W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.204007486	0.3355097	0.307833611
YNL227C	JJJ1	molecular function unknown	FALSE	0.079292221	0.422760933	0.502227388	0.762988021	1.675756735	0.228638574	-0.403727302	1.438311114	-0.440097094	-1.0169112	-0.196805032	-1.016853924	-1.285088549	-0.520699042	-1.334043694	-0.342190033	-0.481672858	-0.238821469
YNL228W	YNL228W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.827516777	0.353087632	-0.06682666
YNL229C	URE2|[URE3]	transcription corepressor activity*	TRUE	0.014955443	0.800498275	0.112179659	0.224689371	0.138544491	0.314718942	-0.310913279	1.943452018	-0.205541319	-0.61904822	-0.172114796	-0.440826871	-1.152013767	-0.068933517	-0.955282056	-0.588091574	-0.912576204	-0.831334291
YNL230C	ELA1	transcriptional elongation regulator activity	FALSE	-0.124138801	0.329591208	-0.082771529	0.223363112	0.278766035	0.136269581	0.241047205	0.018515168	0.001117655	-0.022995697	0.312568772	-0.15697376	0.482620218	0.354532885	0.501867597	-0.414921818	0.390075461	0.228501299
YNL231C	PDR16|SFH3	phosphatidylinositol transporter activity	FALSE	-0.068477269	0.997082973	-0.275581909	0.546730762	0.84490373	-0.227680426	-0.932396876	1.887857491	-1.035312629	-1.508991771	-0.64532932	-0.927771233	-3.0979896	-1.39793527	-3.426930414	-1.906212941	-1.905539323	-1.302696892
YNL232W	CSL4|SKI4	3'-5'-exoribonuclease activity	FALSE	0.223203058	0.483373561	0.061721083	0.405747109	0.6517468	-0.037673849	0.029371831	0.849629081	-0.163042697	-0.718325791	0.118138002	-1.038838449	-0.02106446	0.028397548	-1.046122405	-0.251170307	-0.024251494	-0.287725831
YNL233W	BNI4	protein binding	FALSE	-0.263780957	0.396267604	0.180946168	0.24808817	1.114215302	0.199987995	-0.060316939	0.341345757	0.000873878	-0.916850011	-0.6102793	0.547278475	-0.712072049	-0.975612555	-0.500219033	-0.419706792	0.090431928	-0.168061118
YNL234W	YNL234W	heme binding	FALSE	0.080238412	-0.66258598	0.242776516	0.865580421	0.509944691	-0.457258909	-0.094181691	-1.542264374	-0.382382115	0.33724668	-0.420581859	-0.082948442	0.692294689	-0.341783408	-0.374496712	-0.007037176	0.362360745	0.042982143
YNL235C	YNL235C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.342578316	0.407350702	0.50718865
YNL236W	SIN4|BEL2|GAL22|MED16|RYE1|SDI3|SSF5|SSN4|TSF3	RNA polymerase II transcription mediator activity	FALSE	-0.052810628	0.176025008	0.055660884	0.817226574	1.16481235	0.226184716	0.568055498	0.653373614	-0.209660983	0.29332253	0.555097637	-0.068002001	0.504976291	0.629982021	-0.267844832	-0.366278527	0.077589492	-0.605547914
YNL237W	YTP1	molecular function unknown	FALSE	-0.686782972	-0.293678488	-0.353355667	-1.458214482	-0.659892937	0.670421517	-0.240767922	-0.276567727	-0.679299122	-1.822403195	-1.173520762	0.31172928	-0.7654419	-0.147399755	0.061023061	-0.846398612	-1.101045895	-1.016710156
YNL238W	KEX2|QDS1|SRB1|VMA45|kexin|yscF	serine-type endopeptidase activity	FALSE	0.144872143	1.175282404	0.075737763	0.260036149	2.347295576	-0.166747833	0.510649495	1.574146424	-0.313690616	-0.119473756	0.952504412	-0.149987637	0.144477974	0.614458642	-0.671285683	0.840801474	0.274079209	0.026445036
YNL239W	LAP3|BLH1|GAL6|YCP1	transcription regulator activity*	FALSE	-0.058421409	-0.197094475	0.197703601	-0.212708536	-0.722199651	0.144369418	0.188620133	-0.463928666	-0.522793831	0.347447996	0.109427495	0.106229894	0.444071385	0.051968525	0.164703552	0.304685062	0.208967964	-0.338635194
YNL240C	NAR1	iron hydrogenase activity	FALSE	0.119205573	-0.85102983	0.151377114	0.225772383	-0.330810971	-0.44340952	0.160408794	-1.960481714	0.00645066	0.233672156	-0.576851487	-0.199548491	0.255538524	-0.740500761	0.046505923	0.425429527	0.570062873	0.243866764
YNL241C	ZWF1|MET19|POS10	glucose-6-phosphate 1-dehydrogenase activity	FALSE	0.019397155	-0.330877535	0.614058281	-1.025453911	-0.952457643	0.53295001	0.211640032	-1.263422284	-0.440276943	0.552206621	-0.167253366	0.916772239	0.500749495	-0.172355143	1.102320532	0.587358788	0.466750521	0.397747867
YNL242W	ATG2|APG2|AUT8|SPO72	molecular function unknown	FALSE	0.12508505	0.239594963	0.48452049	0.173050874	0.290610788	1.004873507	0.449025721	-0.094875375	-1.371103653	0.396621655	0.5985136	0.259116816	1.050553347	0.333572699	0.232249283	0.115046048	0.505091668	0.202640389
YNL243W	SLA2|END4|MOP2	"protein binding, bridging"	FALSE	0.029196116	-0.18774137	0.23458971	0.407929523	0.452683695	0.71106602	0.481082424	-0.592549932	-0.272775972	0.398773587	0.090510928	0.675072006	1.086196637	-0.035328032	0.291945007	0.138401282	0.595801012	-0.136361364
YNL244C	SUI1|MOF2|RFR1	translation initiation factor activity	FALSE	0.092082408	0.190741875	0.004730029	-0.238554532	-0.235216004	-0.03199473	-0.236569332	0.193911311	0.014837888	-0.259538576	-0.034649315	-0.211165574	-0.266717824	0.083189646	-0.708497976	0.0678199	-0.919123621	-0.172969818
YNL245C	CWC25	molecular function unknown	FALSE	0.055566381	-0.110397539	0.048528448	0.673015329	0.195305212	-0.206215756	0.066006785	0.123515019	-0.642777108	0.049359247	0.522053056	-0.553380939	0.822538035	0.553294624	-0.763415607	0.125445112	0.252117669	0.175752894
YNL246W	VPS75	molecular function unknown	FALSE	0.270599088	0.860774584	-0.112221702	-0.532247714	-0.253223871	0.387456397	-0.133633283	0.920859651	-0.727570354	-0.595217066	0.450210658	-0.675597455	-0.479233232	0.049916929	-1.25914336	0.051163721	0.102846726	-0.209757905
YNL247W	YNL247W	cysteine-tRNA ligase activity	FALSE	-0.067037131	0.637703414	0.172373306	0.935411273	1.439992898	-0.070824937	0.232815747	0.922786899	-0.117876924	-0.523528771	0.381744857	-0.258397456	-0.364455016	0.252438855	-1.466809997	0.126292459	-0.218712817	-0.350069007
YNL248C	RPA49	DNA-directed RNA polymerase activity	FALSE	-0.155969953	2.106075192	-0.033858222	0.591606779	2.45842653	-0.165561816	0.198592353	3.426243696	-0.047054451	-1.337124929	1.127732662	-1.201218042	-0.76217987	0.950070248	-1.672968381	-0.191719153	-0.706522778	-0.563705852
YNL249C	MPA43	molecular function unknown	FALSE	0.08944571	-0.155973187	-0.156940579	-0.458311579	-0.263085898	-0.02072359	0.156488273	0.436374951	-0.432725191	0.106940771	0.178366623	-0.932117431	0.586760996	-0.313585599	-1.251601407	-0.082826472	0.019837471	-0.132989706
YNL250W	RAD50	protein binding*	FALSE	-0.100425203	0.622889595	0.534267878	0.531194036	1.135477714	0.513339869	0.190555838	2.15456694	-0.20535627	-0.468248044	0.327617459	-0.627056932	-0.550354026	0.620669256	-1.524225176	-0.202402774	-0.7042599	-0.629879624
YNL251C	NRD1	RNA binding	FALSE	-0.055811075	-0.2439839	0.021179175	0.300729753	0.17506521	-0.218328184	0.285747433	-1.078956077	-0.21728023	-0.096613447	-0.334340955	-0.224682576	0.248003999	-0.553577049	-0.452817535	0.14616735	0.50198325	0.046819049
YNL252C	MRPL17|MRPL30|YmL30	structural constituent of ribosome	FALSE	0.140701516	-1.154263532	0.1804968	-0.034355488	-1.25514102	0.075417525	-0.271981146	-1.318920082	-0.76871465	-0.594502105	-0.890861915	0.030185636	-0.184207778	-0.65433071	-0.72579174	-0.117916806	-0.315057431	-0.400580429
YNL253W	TEX1	molecular function unknown	FALSE	0.370022442	1.041703879	-0.001786374	0.109252144	1.5399262	0.012034781	-0.162498216	1.815901315	-0.478955634	0.170552468	0.841029731	0.163613492	0.638100473	0.607471241	-0.835250065	0.069475548	0.214111583	-0.211824308
YNL254C	YNL254C	molecular function unknown	FALSE	-0.118784634	1.427359841	-0.177164123	0.293323003	1.16965233	-0.055332417	-0.137507095	1.612135326	-0.106671277	-0.365903954	0.830730919	-0.447599496	0.060764203	0.822418681	-1.377389511	-0.108324397	0.433842595	-0.144373374
YNL255C	GIS2	transcription factor activity	FALSE	-0.013252677	0.705947076	0.004418213	-0.173519119	0.085042438	-0.054639085	-0.360812322	1.013323927	-0.204615197	-0.795576605	-0.398776719	-0.947764121	-0.955446629	-0.632876459	-1.325884761	-0.10957298	-1.459557793	-1.283045734
YNL256W	FOL1	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity*	FALSE	-0.051205385	-0.121365004	-0.119572928	0.666087341	1.228157814	-0.537304781	0.354562531	0.456249539	-0.126896647	-0.357390167	-0.084295156	-1.234523513	-0.177589881	-0.438236742	-1.628074649	0.028178255	0.013554662	-0.811985979
YNL257C	SIP3	transcription cofactor activity	TRUE	-0.592014113	1.015356748	0.191345389	-0.00209718	1.479699859	0.475789102	0.23222507	2.033928168	0.080937954	-0.174618538	0.551140633	-0.243802695	-0.703069496	0.321241256	-0.799085849	-0.484256431	-0.534114803	-0.730042907
YNL258C	DSL1	molecular function unknown	FALSE	0.050871026	1.200079048	0.033314969	0.145117542	1.350140709	0.378299361	0.139497846	2.545889481	-0.191314896	0.138796453	0.841233121	-0.560040842	-0.44613961	0.622442683	-1.149664026	-0.053590482	-0.501945614	-0.726789715
YNL259C	ATX1	copper chaperone activity	FALSE	-0.284579869	1.757060802	0.055164026	-1.313133933	0.345395675	0.504053685	-0.765040929	4.051259391	-0.54026574	0.000845785	2.046500866	-1.570639029	-1.552769152	1.85083692	-1.182537448	-0.913380796	-2.057389364	-0.548099173
YNL260C	YNL260C	molecular function unknown	FALSE	0.237832847	-1.499425909	0.442137911	-0.140001825	-0.648412915	0.214115884	-0.04645218	-1.951095061	-0.916315412	-0.33765794	-1.470466365	-0.323740975	0.11699917	-1.34752054	-0.698628521	-0.431763956	0.183913226	-0.403007014
YNL261W	ORC5	ATPase activity*	FALSE	-0.00535225	0.659349759	-0.044920705	-0.008731022	0.650589342	-0.023505382	0.179392673	0.927155295	-0.378618688	0.284884812	0.616471582	-0.420991086	0.058131851	0.412311766	-0.711779767	-0.123438002	-0.11140456	-0.349998974
YNL262W	POL2|DUN2	epsilon DNA polymerase activity	FALSE	-0.553592024	0.027786943	0.190121986	0.01705871	0.661024914	0.239604999	-0.002061716	-0.143254307	0.029991308	-1.201419511	-1.184530927	0.015878619	-1.108010792	-1.296874342	-1.447784034	-0.201962591	-0.753454972	-0.409882725
YNL263C	YIF1	molecular function unknown	FALSE	0.095674108	-0.104341112	0.102067399	-0.635831712	-0.945467024	-0.041601028	0.024843638	-0.452781084	-0.110369034	0.539132689	0.130111183	0.062385645	0.225863012	0.098634631	0.262902782	0.074698929	0.395452994	0.111575648
YNL264C	PDR17|ISS1|SFH4	phosphatidylinositol transporter activity	FALSE	0.300868219	-0.146893879	0.381738963	0.101014153	-0.622675863	0.004229612	-0.406409956	-0.880380141	0.19308955	-0.237455454	-0.367522836	0.256400839	-0.165461109	-0.506111383	-0.263253496	0.630038827	0.590804303	0.118726275
YNL265C	IST1	translation initiation factor activity	FALSE	0.018151327	-0.726423606	0.00893401	-0.102293156	-0.994367058	0.186244265	-0.745780308	-0.454533615	-0.313726755	-0.220623378	-1.061803939	0.142794181	-1.079674231	-0.853547191	-0.425852987	-0.211550936	0.1716075	-0.075478728
YNL266W	YNL266W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.433289721	0.34400402	0.395131037
YNL267W	PIK1|PIK120|PIK41	1-phosphatidylinositol 4-kinase activity	FALSE	-0.362384433	1.721638652	-0.060840753	0.786631609	2.76621559	0.20381158	0.289652695	2.790749978	0.121544141	-0.553383608	0.6734338	0.105494413	-0.566248479	0.736744028	-1.215382398	-0.069291001	-0.172592014	-0.383058203
YNL268W	LYP1	basic amino acid transporter activity	FALSE	0.139402049	0.023623731	-0.072566122	0.328878023	0.407000302	-0.176037151	0.220730916	-0.061593786	-0.123264267	-0.143194602	-0.041234856	0.184303663	0.157811215	-0.120287462	-0.141034215	-0.183624798	0.981866028	-0.02751957
YNL269W	BSC4	molecular function unknown	FALSE	-0.162624153	-0.44957108	-0.281375048	-0.02538908	-0.159780374	-0.327821326	-0.209720466	-0.736037292	0.913534319	0.053995187	-0.480185048	-0.006874822	0.128562775	-0.161178422	1.122141137	-0.028949487	0.685781882	0.466419849
YNL270C	ALP1|APL1	basic amino acid transporter activity	FALSE	-0.147263459	-0.896085062	-0.352160921	-1.177529893	-1.577210631	0.281543576	0.024839224	-1.461299594	-0.180681675	0.197017699	-0.940755597	0.381546409	0.599331522	-0.159962097	0.426655184	-0.420237435	0.9447586	0.383907647
YNL271C	BNI1|PPF3|SHE5	cytoskeletal regulatory protein binding	FALSE	-0.071321705	0.640449613	-0.002957121	0.678968028	1.466061772	0.066477014	0.193587802	0.438841803	0.23964817	-0.138715683	0.05340328	0.388379974	0.00086936	0.056738917	-0.231891348	0.370511395	-0.227206997	-0.029897614
YNL272C	SEC2	guanyl-nucleotide exchange factor activity	FALSE	0.154220675	1.529406148	0.237905291	0.187176369	1.199575617	0.482607859	0.199224133	2.185850096	-0.448617738	-0.607856423	-0.048522173	-0.748451765	-0.600219696	-0.213615873	-1.180771694	0.661319949	-0.216732083	-0.180297266
YNL273W	TOF1	molecular function unknown	FALSE	-0.477581349	1.028085394	0.054648614	-0.04996388	1.65201207	0.123146529	0.166844696	1.619638268	0.013870978	-0.943763027	0.197248848	-0.367043503	-1.045351929	0.140956267	-1.116627403	0.512079343	-0.360991763	0.1937607
YNL274C	YNL274C	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	FALSE	0.0926282	1.19340115	0.32806077	-1.320871026	-0.771723139	1.525668157	0.200488803	1.286205235	-0.227709734	0.925276538	0.715409661	1.085597466	0.5256805	1.124141108	1.284961196	-0.890972338	-0.523611226	-0.061648314
YNL275W	YNL275W	anion transporter activity*	FALSE	-0.020526326	1.966011729	0.026433559	-0.584057927	0.633099971	0.116756068	0.080882085	1.809281863	-0.278593321	0.48593427	1.636724664	-0.786258584	0.011878743	1.253045613	-0.902756852	0.502345544	-0.039131585	0.001383529
YNL276C	YNL276C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303126033	1.089029618	0.108698559
YNL277W	MET2	homoserine O-acetyltransferase activity	FALSE	0.287142076	-0.000388674	0.647252553	-0.51824649	-0.461611328	-0.372312782	0.105916486	-1.117923924	0.103089619	-0.444119269	0.268493531	0.3307146	0.056385631	0.008098153	0.321917558	0.259530379	0.628878554	0.512139896
YNL277W-A	YNL277W-A	molecular function unknown	FALSE	-0.334621474	0.289938985	-0.01745416	-0.07872923	0.763859849	-0.254060537	-0.654793974	-1.024932373	-0.449228318	-0.807575723	-0.207984894	0.679602219	-0.164667049	-0.786438541	-0.215255274	0	0	0
YNL278W	CAF120	molecular function unknown	FALSE	-0.429357577	0.199138946	-0.024742335	0.37240527	1.025454576	0.377125687	0.680057626	-0.066896693	0.169923434	-0.036640973	0.572008613	0.626630709	0.526400434	0.129529084	0.555100083	0.09786929	0.780532848	0.352688846
YNL279W	PRM1	molecular function unknown	FALSE	-0.013346303	0.247364748	0.4863147	-0.430189121	-0.091395035	0.229744571	-0.024816453	-0.090221263	-0.236906369	-0.071455572	0.499964453	-0.254275892	0.392866624	0.564634252	0.604622657	0.052924787	0.816872595	0.383208613
